super_opeid,name,region,state,tier_name,type,exp_instr_pc_2013,ipeds_enrollment_2013,sticker_price_2013,scorecard_netprice_2013,grad_rate_150_p_2013,avgfacsal_2013,sat_avg_2013,endowment_pc_2000
2447,William Carey University,3,MS,Selective private,2,5411.1143,2257,11400,16428,0.6196319018404908,5888,1025,NA
2524,William Jewell College,2,MO,Selective private,2,8403.2314,1044,31111,18266,0.5868055555555556,6077,1100,NA
2625,William Paterson University Of New Jersey,1,NJ,Selective public,1,7860.3335,10027,12244,10976,0.5011547344110855,10225,980,188.81015
2953,William Peace University,3,NC,Nonselective four-year private not-for-profit,2,4574.2944,1081,24650,15195,0.4327485380116959,4217,890,NA
1900,William Penn University,2,IA,Selective private,2,3521.7104,1728,18967,16597,0.3973799126637554,5792,NA,NA
2525,William Woods University,2,MO,Selective private,2,4261.9629,1002,21260,19207,0.5649717514124294,5301,999,NA
1106,Williams Baptist College,3,AR,Selective private,2,4279.3994,574,14360,8967,0.3939393939393939,5359,920,NA
2229,Williams College,1,MA,Other elite schools (public and private),2,34946.105,2096,48310,7478,0.953617810760668,12027,1455,NA
3142,Wilmington College,2,OH,Selective private,2,5268.356,1169,29120,18661,0.3840579710144927,5915,NA,NA
7948,Wilmington University,3,DE,Selective private,2,2735.0532,8611,10190,14250,0.3867595818815331,6734,NA,NA
2985,Wingate University,3,NC,Selective private,2,7850.6792,2009,26300,13086,0.5305164319248826,7232,1008.5,NA
2986,Winston-Salem State University,3,NC,Selective public,1,9766.8936,4938,5583,7065,0.4553014553014553,7643,865,4787.6323
3456,Winthrop University,3,SC,Selective public,1,6363.0942,5048,14082,13018,0.5586592178770949,7223,1055,119.55766
21366,Wisconsin Lutheran College,2,WI,Selective private,2,8399.5371,1070,25960,13894,0.6353591160220995,6106,1000,NA
3143,Wittenberg University,2,OH,Selective private,2,9596.2363,1959,38030,24059,0.6261343012704175,7093,NA,NA
3457,Wofford College,3,SC,Highly selective private,2,9669.8057,1615,37120,24441,0.8155844155844156,7867,1165,NA
1343,Woodbury University,4,CA,Selective private,2,11264.18,1357,35048,21584,0.4465408805031447,9365,NA,NA
2233,Worcester Polytechnic Institute,1,MA,Highly selective private,2,13702.031,4134,44222,26228,0.8124223602484472,8598,NA,NA
2190,Worcester State University,1,MA,Selective public,1,4963.8369,5556,8557,10397,0.4882005899705015,8356,995,870.70868
25909,Wright Career College,2,KS,Nonselective four-year private not-for-profit,2,7446.8511,1763,12500,12757,NA,5134,NA,NA
3078,Wright State University,2,OH,Selective public,1,7429.728,13892,8502.1533,12612.32,0.4177062374245473,8403.7939,NA,439.64188
3144,Xavier University,2,OH,Selective private,2,8896.9854,4620,33960,23563,0.7629107981220657,8089,1090,NA
2032,Xavier University Of Louisiana,3,LA,Selective private,2,7533.9409,2504,21552,19220,0.478448275862069,8252,1005,NA
1426,Yale University,1,CT,Ivy Plus,2,112324.66,5430,45800,7596,0.9779131759329778,16042,1505,NA
2903,Yeshiva University,1,NY,Selective private,2,24520.029,2887,38730,22878,0.8518930957683741,5086,1240,NA
3399,York College Of Pennsylvania,1,PA,Selective private,2,7030.3887,5010,17630,17098,0.5777400169923534,8887,1050,NA
1604,Young Harris College,3,GA,Nonselective four-year private not-for-profit,2,7558.4834,1117,26386,14318,NA,6076,990,NA
3145,Youngstown State University,2,OH,Selective public,1,5409.2378,12138,8317,10641,0.3376758728504429,7905,960,610.69458
